node,spread_D2,spread_D4,spread_D8
CLOVIS_1_N001,66.67920083333334,112.55765098039217,177.77030643382352
CLOVRDLE_7_N001,52.768704375,76.47172976715686,118.9639175
CLRKSVLE_1_N004,27.28970240196079,43.5687262745098,62.86047085784314
CLRMNT_6_N001,44.402553308823535,74.69814526960785,96.08403473039216
CMBLND_7_N002,36.51183698529412,51.424075539215686,70.2440444117647
CMBLND_7_N004,36.51183698529412,51.424075539215686,70.2440444117647
CMBLND_7_N006,36.51183698529412,51.424075539215686,70.2440444117647
CMBLND_7_N008,36.51183698529412,51.424075539215686,70.2440444117647
CMBLND_7_N010,36.51183698529412,51.424075539215686,70.2440444117647
CMBLND_7_NBT3,36.51183698529412,51.424075539215686,70.2440444117647
CMRRON_7_N001,35.331491176470585,52.645835294117646,73.41557389705883
CNTFLT_7_ND002,1.6335509803921568,2.211820588235294,2.528179411764706
CNTFLT_7_ND1001,30.00234068627451,51.25116617647059,72.41875870098039
CNTFLT_7_ND1002,30.00234068627451,51.25116617647059,72.41875870098039
CNTFLT_7_ND2001,30.00234068627451,51.25116617647059,72.49968615196079
CNTFLT_7_ND2002,30.00234068627451,51.25116617647059,72.49968615196079
CNTFLT_7_ND3001,30.00234068627451,51.25116617647059,72.39489399509804
CNTRVL12_7_N002,21.966428578431373,35.74362625,52.72585539215686
COBURN_2_B1,42.912069583333334,74.2345681127451,112.02694899509804
COGNTNL_7_B1,28.088490367647058,45.959829877450986,63.126372242647065
COID_NODE1,32.058197144607846,44.90654579656863,59.57171345588235
COID_NODE2,32.058197144607846,44.90654579656863,59.57171345588235
COLCT234_7_N001,31.76023100490196,51.88569257352941,61.38985602941177
COLCT334_7_N001,31.76023100490196,51.88569257352941,61.38985602941177
COLEMAN_6_B1,19.769570208333334,30.935631838235295,45.08487279411764
COLGATE_2_B1,24.55814125,41.687445980392155,59.82285453431373
COLLINS_7_N002,20.562564289215686,34.839369375000004,50.6182587254902
COLRIVER_2_B1,24.82891642156863,38.8305093382353,56.96056254901961
